Gender,Year,Shelter,Canteen_Usage,Weekly_Income,Foodspend%,Nutritional_consciousness, Usually_prefer_for_breakfast, Usually_prefer_for_Lunch, Usually_prefer_for_Dinner,DigitPayUsageCanteens,Convenience,Enhancements,Canteen_cleanliness_importance,University_canteen_sanitation,Cleanliness_rate_in_Base canteen,Cleanliness_rate_in_Gym_canteen,Cleanliness_rate_in_Staff_canteen,Cleanliness_rate_in_hilton_canteen,Cleanliness_rate_in_Din&sons_canteen,Cleanliness_rate_in_Helabojunhala_canteen,Cleanliness_rate_in_kirihala_canteen,Cleanliness_rate_in_staffJuicebar,Cleanliness_rate_in_GymJuicebar,Canteen_sanitation_issues ,Canteen_portion_sizes,Canteen_food_waste,Main_reason,Agree_on_portion_customization,Waste_management_rate_in_Basecanteen,Waste_management_rate_in_Gymcanteen,Waste_management_rate_in_Staffcanteen,Waste_management_rate_in_hiltoncanteen,Waste_management_rate_in_Don&sonscanteen,Waste_management_rate_in_Hela_bojun_hala_canteen,Waste_management_rate_in_kirihalacanteen,Waste_management_rate_in_staffJuicebar,Waste_management_rate_in_GymJuicebar,Most_visited_canteen,Base_Canteen_visits,Gym_Canteen_visits,Staff_Canteen_visits,Hilton_Canteen_visits,Don&Son's_shop_visits,Hela_Bojun_Hala_visits,Kiri Hala_Canteen_visits,JuiceBarI(in Gym)_visits,JuicebarII(in Staff)_visits,Factor_Food_Quality,Factor_Price,Factor_Service_Speed,Factor_Cleanliness,Factor_Beverage_Options,Factor_Seating_Availability,BaseCanteen_OverallSatisfaction,GymCanteen_OverallSatisfaction,StaffCanteen_OverallSatisfaction,HiltonCanteen_OverallSatisfaction,Don&Son'sshop_OverallSatisfaction,HelaBojunHala_OverallSatisfaction,KiriHalaCanteen_OverallSatisfaction,JuiceBarI(in Gym)_OverallSatisfaction,JuicebarII(in Staff)_OverallSatisfaction
Female,First Year,At Home,Occasionally,Above Rs.5000,40 - 60,3 - Moderately important,5,2,5,Never,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,4,4,4,3,4,4,3,4,4,Unclean seating areas,Slightly too small,Rarely,I didn't like the taste,Strongly Agree,5,3,5,3,5,3,3,3,5,Base canteen󠇯,Daily,Never,Daily,Occasionally,Frequently,Frequently,Rarely,Rarely,Frequently,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Juice bar II (in Staff),Staff Canteen,4,3,4,3,4,4,3,3,4
Male,First Year,Bording/Apartment,Daily,Above Rs.5000,60 - 80,4 - Important,2,3,2,Never,4 - Convenient,Meal subscription plans,4 - Convenient,Dissatisfied,1,2,3,4,5,3,3,3,3,Other,Just right,Never,I didn't like the taste,Agree,3,2,1,4,5,3,3,3,3,Base canteen󠇯,Daily,Daily,Daily,Daily,Frequently,Occasionally,Occasionally,Frequently,Frequently,Base Canteen,Gym Canteen,Gym Canteen,Base Canteen,Gym Canteen,Base Canteen,1,3,2,2,3,2,4,2,2
Male,First Year,Bording/Apartment,Daily,Less than Rs.2000,60 - 80,1 - Not important,5,3,1,Never,4 - Convenient,Meal subscription plans,5 - Very important,Very Satisfied,5,5,5,5,5,5,5,5,5,Other,Just right,Never,Other,Strongly Agree,5,5,5,5,5,5,5,5,5,Base canteen󠇯,Daily,Never,Occasionally,Frequently,Never,Never,Never,Rarely,Daily,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,5,5,5,5,5,5,5,5,5
Female,Third Year,Bording/Apartment,Occasionally,Rs.4000 - Rs.5000,60 - 80,2 - Slightly important,3,2,4,Never,1 - Not Convenient,Meal subscription plans,3 - Moderately important,Neutral,4,4,4,4,4,4,4,4,4,Lack of waste disposal bins,Just right,Often,I didn't like the taste,Neutral,4,4,4,4,4,4,4,4,4,Gym canteen󠇯,Frequently,Daily,Occasionally,Occasionally,Daily,Daily,Daily,Frequently,Frequently,Staff Canteen,Gym Canteen,Gym Canteen,Gym Canteen,Gym Canteen,Gym Canteen,4,4,4,4,4,4,4,4,4
Male,Third Year,Bording/Apartment,Occasionally,Above Rs.5000,40 - 60,3 - Moderately important,2,2,1,Never,4 - Convenient,None,5 - Very important,Neutral,4,3,3,3,4,3,4,4,4,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Neutral,3,2,4,4,4,3,4,4,4,Juice Bar I (in Gym)󠇯,Daily,Frequently,Rarely,Rarely,Rarely,Rarely,Occasionally,Daily,Frequently,Base Canteen,Gym Canteen,Juice Bar I (in Gym),Base Canteen,Base Canteen,Base Canteen,4,2,3,4,4,3,4,4,4
Female,First Year,Bording/Apartment,Daily,Rs.2000 - Rs.3000,40 - 60,4 - Important,2,2,5,Never,5 - Very Convenient,Meal subscription plans,5 - Very important,Satisfied,1,3,4,1,5,4,3,2,5,Unclean seating areas,Just right,Rarely,I didn't like the taste,Agree,5,4,2,5,1,2,2,4,2,Staff canteen󠇯,Occasionally,Never,Daily,Never,Occasionally,Rarely,Occasionally,Never,Daily,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Base Canteen,Base Canteen,5,4,3,5,2,3,2,3,1
Female,First Year,Campus Hostels,Daily,Rs.2000 - Rs.3000,80 - 100,2 - Slightly important,2,3,4,Never,2 - Slightly Convenient,None,5 - Very important,Satisfied,5,4,2,4,1,4,3,3,5,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Hilton canteen󠇯,Frequently,Never,Occasionally,Daily,Never,Rarely,Occasionally,Never,Frequently,Hela Bojun Hala,Hilton Canteen,Hilton Canteen,Base Canteen,Base Canteen,Hilton Canteen,5,3,3,5,2,3,2,3,4
Female,First Year,Campus Hostels,Daily,Rs.2000 - Rs.3000,60 - 80,1 - Not important,5,2,3,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,5 - Very important,Dissatisfied,2,1,5,1,5,4,3,4,5,Other,Just right,Rarely,I didn't like the taste,Agree,4,4,5,4,5,5,5,5,5,Base canteen󠇯,Daily,Rarely,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Base Canteen,Base Canteen,4,1,4,1,5,5,5,3,5
Female,First Year,Bording/Apartment,Daily,Rs.3000 - Rs.4000,20 - 40,4 - Important,1,2,2,Never,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,5,4,1,4,2,3,3,3,Unclean equipment,Much too small,Never,I didn't like the taste,Agree,2,3,4,3,4,4,4,4,4,Staff canteen󠇯,Rarely,Rarely,Daily,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Staff Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,2,3,4,3,4,4,4,4,4
Male,Third Year,Bording/Apartment,Rarely,Above Rs.5000,20 - 40,2 - Slightly important,3,3,3,Rarely,3 - Moderately Convenient,Meal subscription plans,3 - Moderately important,Neutral,3,3,3,3,3,3,3,3,3,Other,Slightly too small,Rarely,Other,Neutral,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Frequently,Never,Occasionally,Never,Never,Never,Never,Never,Base Canteen,Base Canteen,Gym Canteen,Base Canteen,Gym Canteen,Base Canteen,3,3,3,3,3,3,3,3,3
Female,Third Year,Campus Hostels,Daily,Rs.4000 - Rs.5000,60 - 80,3 - Moderately important,1,2,2,Never,1 - Not Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,1,4,3,4,4,4,4,4,Unclean equipment,Slightly too large,Often,The portion size is too large,Strongly Agree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Frequently,Frequently,Frequently,Frequently,Never,Frequently,Daily,Frequently,Juice Bar I (in Gym),Gym Canteen,Base Canteen,Juice Bar I (in Gym),Base Canteen,Base Canteen,5,1,4,4,4,4,4,5,4
Female,Third Year,Campus Hostels,Daily,Rs.2000 - Rs.3000,40 - 60,4 - Important,2,2,2,Never,1 - Not Convenient,None,5 - Very important,Satisfied,4,3,4,3,4,4,4,4,4,Unclean equipment,Slightly too large,Never,I didn't like the taste,Neutral,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Base Canteen,Gym Canteen,Gym Canteen,Staff Canteen,Gym Canteen,Gym Canteen,1,3,2,3,2,3,2,3,2
Female,Third Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,40 - 60,5 - Very important,1,2,2,Never,5 - Very Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Unclean seating areas,Just right,Sometimes,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Occasionally,Occasionally,Never,Rarely,Occasionally,Rarely,Daily,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,Third Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,60 - 80,5 - Very important,1,2,2,Frequently,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Other,Slightly too small,Never,The food was not fresh,Strongly Agree,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Occasionally,Occasionally,Never,Occasionally,Frequently,Occasionally,Daily,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,Third Year,Campus Hostels,Daily,Rs.4000 - Rs.5000,40 - 60,5 - Very important,3,2,3,Never,5 - Very Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Poor food handling practices,Slightly too small,Rarely,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Occasionally,Occasionally,Never,Rarely,Occasionally,Occasionally,Daily,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,Third Year,Bording/Apartment,Daily,Above Rs.5000,80 - 100,5 - Very important,1,2,3,Occasionally,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Unclean equipment,Slightly too small,Sometimes,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Occasionally,Frequently,Never,Rarely,Occasionally,Frequently,Daily,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,Third Year,At Home,Frequently,Rs.2000 - Rs.3000,40 - 60,5 - Very important,5,2,2,Never,4 - Convenient,Meal subscription plans,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Poor food handling practices,Slightly too small,Sometimes,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Occasionally,Frequently,Never,Never,Never,Frequently,Daily,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,Third Year,Bording/Apartment,Daily,Above Rs.5000,60 - 80,5 - Very important,1,2,1,Occasionally,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,3,3,3,3,3,3,3,3,3,Unclean seating areas,Slightly too small,Sometimes,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Staff canteen󠇯,Daily,Frequently,Daily,Frequently,Rarely,Occasionally,Frequently,Frequently,Daily,Staff Canteen,Base Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Female,Third Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,60 - 80,5 - Very important,1,2,2,Frequently,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Lack of waste disposal bins,Slightly too small,Sometimes,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Daily,Frequently,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,Third Year,Bording/Apartment,Daily,Rs.2000 - Rs.3000,60 - 80,1 - Not important,2,1,2,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,4 - Convenient,Neutral,3,3,4,3,4,3,3,3,3,Unclean seating areas,Just right,Rarely,I didn't like the taste,Agree,3,2,4,3,3,4,4,4,4,Base canteen󠇯,Daily,Rarely,Daily,Rarely,Occasionally,Rarely,Rarely,Frequently,Rarely,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Juice Bar I (in Gym),Base Canteen,4,3,4,3,3,3,4,4,3
Male,Third Year,Campus Hostels,Daily,Above Rs.5000,40 - 60,3 - Moderately important,2,2,2,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,5,3,3,4,3,5,3,5,4,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Neutral,4,3,4,3,3,5,4,5,4,Base canteen󠇯,Daily,Daily,Frequently,Daily,Frequently,Frequently,Frequently,Daily,Frequently,Base Canteen,Gym Canteen,Base Canteen,Base Canteen,Hela Bojun Hala,Base Canteen,1,1,2,2,2,1,2,1,2
Female,Second Year,Campus Hostels,Daily,Rs.3000 - Rs.4000,60 - 80,5 - Very important,1,2,2,Never,2 - Slightly Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,3,3,3,3,3,3,3,3,3,Poor food handling practices,Just right,Often,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Occasionally,Occasionally,Frequently,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Staff Canteen,Base Canteen,Juice bar II (in Staff),Base Canteen,Juice bar II (in Staff),Gym Canteen,3,3,3,3,3,3,3,3,3
Female,Fourth Year,Bording/Apartment,Frequently,Rs.3000 - Rs.4000,60 - 80,5 - Very important,1,2,1,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,3,3,3,3,3,3,3,3,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Frequently,Occasionally,Rarely,Never,Rarely,Rarely,Frequently,Frequently,Staff Canteen,Base Canteen,Juice bar II (in Staff),Base Canteen,Juice bar II (in Staff),Base Canteen,3,3,3,3,3,3,3,3,3
Male,Second Year,Bording/Apartment,Occasionally,Rs.4000 - Rs.5000,60 - 80,5 - Very important,1,2,2,Never,1 - Not Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,3,3,3,3,3,3,3,3,3,Lack of waste disposal bins,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Frequently,Frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Staff Canteen,Base Canteen,Hilton Canteen,Staff Canteen,Staff Canteen,Gym Canteen,3,3,3,3,3,3,3,3,3
Male,Second Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,80 - 100,5 - Very important,1,2,3,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,3,3,3,3,3,3,3,3,Lack of waste disposal bins,Just right,Often,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Staff Canteen,Gym Canteen,Base Canteen,Base Canteen,Juice bar II (in Staff),Gym Canteen,3,3,3,3,3,3,3,3,3
Female,Second Year,Campus Hostels,Daily,Rs.4000 - Rs.5000,60 - 80,5 - Very important,3,1,1,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,2,3,3,2,4,5,5,4,Poor food handling practices,Just right,Sometimes,The food was not fresh,Neutral,3,2,3,4,3,4,4,3,4,Staff canteen󠇯,Frequently,Frequently,Frequently,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,Staff Canteen,Gym Canteen,Hilton Canteen,Don & Son's shop,Staff Canteen,Gym Canteen,3,3,3,3,3,4,4,4,4
Female,Second Year,Campus Hostels,Daily,Rs.4000 - Rs.5000,60 - 80,5 - Very important,1,1,2,Never,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Dissatisfied,2,2,3,3,2,3,2,3,3,Unclean seating areas,Slightly too large,Often,The food was not fresh,Neutral,4,2,4,4,3,4,2,4,3,Gym canteen󠇯,Daily,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Base Canteen,Gym Canteen,Hilton Canteen,Hilton Canteen,Staff Canteen,Hilton Canteen,3,2,3,2,2,4,4,4,4
Male,Second Year,Bording/Apartment,Frequently,Rs.3000 - Rs.4000,40 - 60,5 - Very important,3,3,3,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,3,3,2,2,2,3,3,3,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,2,2,3,3,3,3,Base canteen󠇯,Daily,Frequently,Frequently,Occasionally,Occasionally,Rarely,Rarely,Rarely,Rarely,Base Canteen,Gym Canteen,Juice Bar I (in Gym),Juice Bar I (in Gym),Juice Bar I (in Gym),Gym Canteen,3,3,3,3,3,3,3,3,3
Male,Second Year,Bording/Apartment,Never,Rs.4000 - Rs.5000,60 - 80,5 - Very important,1,2,1,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,3,3,3,3,3,3,3,3,Poor food handling practices,Just right,Often,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Gym canteen󠇯,Daily,Daily,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Base Canteen,Gym Canteen,Juice bar II (in Staff),Don & Son's shop,Juice bar II (in Staff),Gym Canteen,3,3,3,3,3,3,3,3,3
Male,Second Year,Bording/Apartment,Never,Rs.4000 - Rs.5000,60 - 80,2 - Slightly important,1,3,3,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,3,3,3,3,3,3,3,3,Lack of waste disposal bins,Slightly too large,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Daily,Frequently,Daily,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Base Canteen,Gym Canteen,Gym Canteen,Base Canteen,Juice bar II (in Staff),Gym Canteen,3,3,3,3,3,3,3,3,3
Male,Second Year,Bording/Apartment,Frequently,Rs.3000 - Rs.4000,60 - 80,5 - Very important,3,1,1,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,2,3,1,2,2,3,3,3,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Neutral,3,2,4,1,3,3,3,4,4,Gym canteen󠇯,Daily,Frequently,Occasionally,Rarely,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Base Canteen,Gym Canteen,Juice bar II (in Staff),Base Canteen,Juice bar II (in Staff),Gym Canteen,3,3,3,3,3,3,3,3,3
Male,Second Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,80 - 100,5 - Very important,2,2,2,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,4,3,4,1,3,4,4,3,4,Poor food handling practices,Just right,Sometimes,The food was not fresh,Neutral,2,3,2,4,4,3,3,4,4,Gym canteen󠇯,Frequently,Daily,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Base Canteen,Gym Canteen,Juice bar II (in Staff),Kiri Hala,Juice Bar I (in Gym),Gym Canteen,3,3,3,2,3,3,3,3,3
Male,Second Year,Bording/Apartment,Occasionally,Rs.2000 - Rs.3000,40 - 60,3 - Moderately important,2,2,3,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,3,3,3,3,3,3,3,3,3,Poor food handling practices,Just right,Sometimes,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Gym canteen󠇯,Occasionally,Occasionally,Occasionally,Rarely,Never,Never,Rarely,Occasionally,Occasionally,Staff Canteen,Staff Canteen,Staff Canteen,Gym Canteen,Gym Canteen,Gym Canteen,3,3,3,3,3,3,3,3,3
Male,Second Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,60 - 80,5 - Very important,1,2,3,Never,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Lack of waste disposal bins,Slightly too small,Sometimes,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Staff canteen󠇯,Daily,Frequently,Daily,Occasionally,Never,Rarely,Occasionally,Frequently,Daily,Staff Canteen,Base Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Female,Second Year,Campus Hostels,Daily,Rs.4000 - Rs.5000,80 - 100,5 - Very important,1,2,2,Occasionally,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Unclean seating areas,Slightly too small,Sometimes,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Occasionally,Occasionally,Never,Rarely,Occasionally,Frequently,Daily,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Female,Second Year,Campus Hostels,Rarely,Rs.4000 - Rs.5000,40 - 60,3 - Moderately important,3,2,4,Occasionally,3 - Moderately Convenient,Meal subscription plans;Discounts or rewards for digital payments,2 - Slightly important,Satisfied,3,3,3,4,4,2,2,2,2,Unclean seating areas,Slightly too small,Sometimes,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Staff Canteen,Gym Canteen,Staff Canteen,Staff Canteen,Gym Canteen,Gym Canteen,3,3,4,4,3,2,3,3,3
Female,Second Year,Bording/Apartment,Daily,Above Rs.5000,80 - 100,5 - Very important,1,2,3,Frequently,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Unclean seating areas,Slightly too small,Sometimes,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Hilton canteen󠇯,Daily,Daily,Frequently,Daily,Rarely,Occasionally,Frequently,Frequently,Daily,Hilton Canteen,Hilton Canteen,Hilton Canteen,Hilton Canteen,Hilton Canteen,Hilton Canteen,4,4,4,4,4,4,4,4,4
Male,Second Year,Bording/Apartment,Daily,Above Rs.5000,80 - 100,5 - Very important,1,2,2,Never,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,3,3,3,3,3,3,3,3,3,Unclean seating areas,Much too small,Never,I didn't like the taste,Agree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Daily,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Daily,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,3,3,3,3,3,3,3,3,3
Male,First Year,Campus Hostels,Daily,Rs.4000 - Rs.5000,40 - 60,5 - Very important,1,2,2,Never,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Unclean equipment,Much too small,Rarely,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Daily,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Daily,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,Second Year,At Home,Frequently,Rs.4000 - Rs.5000,40 - 60,5 - Very important,2,2,2,Occasionally,3 - Moderately Convenient,Meal subscription plans,4 - Convenient,Satisfied,3,3,3,3,3,3,3,3,3,Unclean equipment,Just right,Often,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Gym canteen󠇯,Frequently,Frequently,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Staff Canteen,Gym Canteen,Gym Canteen,Staff Canteen,Base Canteen,Base Canteen,3,3,3,3,3,3,3,3,3
Female,First Year,Bording/Apartment,Daily,Above Rs.5000,60 - 80,5 - Very important,2,2,2,Occasionally,4 - Convenient,None,4 - Convenient,Neutral,3,3,3,3,3,3,3,3,3,Poor food handling practices,Slightly too small,Sometimes,The food was not fresh,Agree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Staff Canteen,Base Canteen,Staff Canteen,Hela Bojun Hala,Juice Bar I (in Gym),Gym Canteen,3,3,3,3,3,3,3,3,3
Male,First Year,Campus Hostels,Daily,Rs.4000 - Rs.5000,60 - 80,4 - Important,3,3,3,Frequently,4 - Convenient,Meal subscription plans,4 - Convenient,Neutral,3,3,3,3,3,3,3,3,3,Unclean equipment,Slightly too small,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Gym canteen󠇯,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Frequently,Frequently,Staff Canteen,Base Canteen,Staff Canteen,Hela Bojun Hala,Juice Bar I (in Gym),Gym Canteen,3,3,3,3,3,3,3,3,3
Female,First Year,At Home,Frequently,Above Rs.5000,60 - 80,4 - Important,3,3,3,Frequently,4 - Convenient,None,4 - Convenient,Neutral,3,3,3,3,3,3,3,3,3,Unclean equipment,Just right,Sometimes,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Juice Bar I (in Gym)󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Don & Son's shop,Base Canteen,Staff Canteen,Hela Bojun Hala,Juice Bar I (in Gym),Gym Canteen,3,3,3,3,3,3,3,3,3
Male,First Year,Bording/Apartment,Daily,Above Rs.5000,40 - 60,4 - Important,3,3,3,Frequently,4 - Convenient,None,4 - Convenient,Neutral,3,3,3,3,3,3,3,3,3,Poor food handling practices,Slightly too small,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Hela Bojun Hala,Base Canteen,Staff Canteen,Hela Bojun Hala,Juice bar II (in Staff),Gym Canteen,3,3,3,3,3,3,3,3,3
Male,First Year,Campus Hostels,Daily,Rs.4000 - Rs.5000,60 - 80,3 - Moderately important,1,2,1,Frequently,4 - Convenient,None,4 - Convenient,Satisfied,4,4,4,4,4,4,4,4,4,Unclean equipment,Slightly too small,Rarely,The portion size is too large,Agree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Staff Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,3,3,4,3,4,4
Male,First Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,80 - 100,2 - Slightly important,3,3,3,Never,3 - Moderately Convenient,None,4 - Convenient,Satisfied,4,4,4,4,4,4,4,4,4,Poor food handling practices,Slightly too large,Never,I didn't like the taste,Disagree,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,5,3,3,3,3,3,3,3,3
