Gender,Year,Shelter,Canteen_Usage,Weekly_Income,Foodspend%,Nutritional_consciousness, Usually_prefer_for_breakfast, Usually_prefer_for_Lunch, Usually_prefer_for_Dinner,DigitPayUsageCanteens,Convenience,Enhancements,Canteen_cleanliness_importance,University_canteen_sanitation,Cleanliness_rate_in_Base canteen,Cleanliness_rate_in_Gym_canteen,Cleanliness_rate_in_Staff_canteen,Cleanliness_rate_in_hilton_canteen,Cleanliness_rate_in_Din&sons_canteen,Cleanliness_rate_in_Helabojunhala_canteen,Cleanliness_rate_in_kirihala_canteen,Cleanliness_rate_in_staffJuicebar,Cleanliness_rate_in_GymJuicebar,Canteen_sanitation_issues ,Canteen_portion_sizes,Canteen_food_waste,Main_reason,Agree_on_portion_customization,Waste_management_rate_in_Basecanteen,Waste_management_rate_in_Gymcanteen,Waste_management_rate_in_Staffcanteen,Waste_management_rate_in_hiltoncanteen,Waste_management_rate_in_Don&sonscanteen,Waste_management_rate_in_Hela_bojun_hala_canteen,Waste_management_rate_in_kirihalacanteen,Waste_management_rate_in_staffJuicebar,Waste_management_rate_in_GymJuicebar,Most_visited_canteen,Base_Canteen_visits,Gym_Canteen_visits,Staff_Canteen_visits,Hilton_Canteen_visits,Don&Son's_shop_visits,Hela_Bojun_Hala_visits,Kiri Hala_Canteen_visits,JuiceBarI(in Gym)_visits,JuicebarII(in Staff)_visits,Factor_Food_Quality,Factor_Price,Factor_Service_Speed,Factor_Cleanliness,Factor_Beverage_Options,Factor_Seating_Availability,BaseCanteen_OverallSatisfaction,GymCanteen_OverallSatisfaction,StaffCanteen_OverallSatisfaction,HiltonCanteen_OverallSatisfaction,Don&Son'sshop_OverallSatisfaction,HelaBojunHala_OverallSatisfaction,KiriHalaCanteen_OverallSatisfaction,JuiceBarI(in Gym)_OverallSatisfaction,JuicebarII(in Staff)_OverallSatisfaction
Female,Second Year,Bording/Apartment,Frequently,Rs.4000 - Rs.5000,60 - 80,3 - Moderately important,1,1,1,Rarely,4 - Convenient,Discounts or rewards for digital payments;None,5 - Very important,Neutral,1,2,3,3,3,3,4,4,4,Poor food handling practices,Slightly too small,Sometimes,I didn't like the taste,Disagree,1,2,2,2,3,3,3,2,4,Staff canteen󠇯,Never,Rarely,Occasionally,Occasionally,Frequently,Daily,Frequently,Occasionally,Frequently,Base Canteen,Gym Canteen,Staff Canteen,Staff Canteen,Hilton Canteen,Hela Bojun Hala,3,3,3,3,2,4,4,4,4
Male,First Year,Bording/Apartment,Rarely,Rs.4000 - Rs.5000,40 - 60,4 - Important,3,3,1,Occasionally,3 - Moderately Convenient,Meal subscription plans,4 - Convenient,Satisfied,3,3,4,2,4,3,3,4,4,Poor food handling practices,Slightly too small,Rarely,Other,Neutral,3,3,4,4,4,3,3,3,3,Hilton canteen󠇯,Frequently,Frequently,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Never,Rarely,Gym Canteen,Hilton Canteen,Staff Canteen,Juice Bar I (in Gym),Hela Bojun Hala,Kiri Hala,3,4,4,3,3,4,3,4,3
Female,First Year,Campus Hostels,Daily,Rs.4000 - Rs.5000,60 - 80,2 - Slightly important,1,2,3,Rarely,3 - Moderately Convenient,Meal subscription plans,4 - Convenient,Neutral,4,3,4,3,5,4,4,5,5,Unclean seating areas,Slightly too small,Sometimes,I didn't like the taste,Disagree,4,4,4,3,5,5,4,5,5,Hela Bojun Hala󠇯,Frequently,Daily,Occasionally,Rarely,Rarely,Rarely,Occasionally,Frequently,Frequently,Base Canteen,Base Canteen,Gym Canteen,Kiri Hala,Don & Son's shop,Staff Canteen,4,3,3,3,3,4,3,5,5
Male,Third Year,Bording/Apartment,Occasionally,Rs.3000 - Rs.4000,20 - 40,4 - Important,1,1,2,Occasionally,4 - Convenient,Discounts or rewards for digital payments,2 - Slightly important,Dissatisfied,4,4,3,3,3,3,2,4,4,Unclean equipment,Slightly too small,Sometimes,The food was not fresh,Neutral,5,3,4,3,4,3,3,4,4,Gym canteen󠇯,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Frequently,Frequently,Juice Bar I (in Gym),Gym Canteen,Staff Canteen,Staff Canteen,Hilton Canteen,Gym Canteen,4,4,2,2,2,2,2,4,4
Male,Second Year,Campus Hostels,Frequently,Rs.2000 - Rs.3000,40 - 60,4 - Important,2,3,2,Occasionally,2 - Slightly Convenient,Meal subscription plans;Discounts or rewards for digital payments,4 - Convenient,Satisfied,4,3,4,2,4,4,3,4,4,Lack of waste disposal bins,Slightly too large,Often,The portion size is too large,Agree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Staff Canteen,Base Canteen,Gym Canteen,Staff Canteen,Don & Son's shop,Staff Canteen,3,3,3,3,3,3,3,3,3
Female,Second Year,At Home,Rarely,Less than Rs.2000,60 - 80,3 - Moderately important,1,4,1,Never,3 - Moderately Convenient,Meal subscription plans;Discounts or rewards for digital payments,3 - Moderately important,Dissatisfied,3,4,5,5,5,3,1,1,1,Unclean equipment,Just right,Sometimes,The food was not fresh,Neutral,5,5,5,5,5,5,5,5,5,Kiri Hala󠇯,Occasionally,Rarely,Rarely,Rarely,Never,Occasionally,Frequently,Occasionally,Occasionally,Hela Bojun Hala,Hela Bojun Hala,Kiri Hala,Kiri Hala,Kiri Hala,Hela Bojun Hala,3,4,5,5,5,1,1,2,2
Female,Second Year,At Home,Frequently,Less than Rs.2000,40 - 60,1 - Not important,1,2,1,Never,2 - Slightly Convenient,None,5 - Very important,Dissatisfied,4,3,3,2,4,4,3,4,4,Unclean seating areas,Slightly too small,Rarely,The food was not fresh,Agree,3,3,3,3,4,4,4,4,4,Base canteen󠇯,Frequently,Rarely,Occasionally,Rarely,Never,Occasionally,Rarely,Frequently,Frequently,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Juice bar II (in Staff),Base Canteen,4,3,4,3,4,4,3,4,4
Male,Second Year,Bording/Apartment,Occasionally,Rs.3000 - Rs.4000,40 - 60,2 - Slightly important,1,3,2,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,4 - Convenient,Dissatisfied,4,3,4,3,3,2,2,4,4,Unclean equipment,Slightly too small,Always,The food was not fresh,Neutral,4,3,2,2,2,2,3,4,4,Gym canteen󠇯,Frequently,Daily,Frequently,Occasionally,Rarely,Rarely,Rarely,Frequently,Frequently,Gym Canteen,Base Canteen,Staff Canteen,Don & Son's shop,Staff Canteen,Base Canteen,4,4,3,3,2,3,2,4,4
Male,First Year,At Home,Rarely,Rs.4000 - Rs.5000,60 - 80,4 - Important,2,2,4,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,4 - Convenient,Neutral,3,3,3,3,3,3,3,3,3,Unclean equipment,Just right,Sometimes,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Juice Bar I (in Gym)󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Hela Bojun Hala,Base Canteen,Staff Canteen,Hela Bojun Hala,Juice Bar I (in Gym),Gym Canteen,3,3,3,3,3,3,3,3,3
Male,Second Year,Bording/Apartment,Frequently,Rs.2000 - Rs.3000,60 - 80,3 - Moderately important,2,2,2,Never,1 - Not Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Dissatisfied,3,3,2,3,4,5,4,5,5,Poor food handling practices,Slightly too small,Rarely,The food was not fresh,Agree,5,4,4,3,3,4,3,4,4,Base canteen󠇯,Frequently,Occasionally,Rarely,Frequently,Never,Rarely,Rarely,Occasionally,Frequently,Gym Canteen,Base Canteen,Base Canteen,Hela Bojun Hala,Juice Bar I (in Gym),Gym Canteen,4,4,3,3,3,4,3,4,4
Female,Second Year,At Home,Occasionally,Rs.3000 - Rs.4000,80 - 100,3 - Moderately important,1,2,1,Rarely,5 - Very Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,5,4,5,4,4,5,5,4,5,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,4,4,3,3,3,Base canteen󠇯,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,Base Canteen,Base Canteen,Gym Canteen,Base Canteen,Staff Canteen,Gym Canteen,1,4,4,4,4,4,4,4,4
Female,First Year,Bording/Apartment,Daily,Above Rs.5000,40 - 60,4 - Important,2,2,2,Rarely,3 - Moderately Convenient,Meal subscription plans,3 - Moderately important,Neutral,3,3,3,3,3,3,3,3,3,Unclean equipment,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Daily,Daily,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Staff Canteen,Base Canteen,Staff Canteen,Hela Bojun Hala,Juice Bar I (in Gym),Gym Canteen,3,3,3,3,3,3,3,3,3
Male,First Year,Campus Hostels,Daily,Rs.3000 - Rs.4000,60 - 80,4 - Important,2,3,3,Occasionally,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,4 - Convenient,Satisfied,4,3,3,4,2,3,3,4,4,Unclean seating areas,Slightly too small,Often,The portion size is too large,Neutral,4,3,3,4,2,1,3,4,4,Base canteen󠇯,Daily,Frequently,Occasionally,Rarely,Never,Never,Rarely,Frequently,Frequently,Base Canteen,Base Canteen,Base Canteen,Staff Canteen,Staff Canteen,Gym Canteen,5,4,3,3,2,2,2,4,3
Male,Third Year,Bording/Apartment,Frequently,Less than Rs.2000,40 - 60,3 - Moderately important,2,2,3,Never,3 - Moderately Convenient,Meal subscription plans,5 - Very important,Dissatisfied,3,1,2,4,4,4,4,5,4,Unclean seating areas,Slightly too small,Rarely,I didn't like the taste,Disagree,3,1,2,3,3,3,3,3,3,Base canteen󠇯,Frequently,Frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Staff Canteen,Gym Canteen,Kiri Hala,Juice Bar I (in Gym),Juice Bar I (in Gym),Gym Canteen,3,1,2,3,2,2,2,2,2
Male,Third Year,Bording/Apartment,Never,Rs.4000 - Rs.5000,60 - 80,3 - Moderately important,2,2,2,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,3,3,3,3,3,3,3,3,3,Lack of waste disposal bins,Just right,Rarely,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Hilton canteen󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Frequently,Gym Canteen,Gym Canteen,Hilton Canteen,Hilton Canteen,Hilton Canteen,Hilton Canteen,2,2,3,3,3,4,4,3,3
Male,Third Year,Bording/Apartment,Frequently,Rs.3000 - Rs.4000,80 - 100,3 - Moderately important,4,2,1,Never,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,3 - Moderately important,Satisfied,4,3,4,3,4,4,4,4,4,Unclean equipment,Just right,Rarely,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Daily,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Staff Canteen,Base Canteen,Base Canteen,Juice Bar I (in Gym),Juice Bar I (in Gym),Gym Canteen,4,3,4,3,4,4,3,5,5
Female,First Year,At Home,Rarely,Rs.4000 - Rs.5000,20 - 40,3 - Moderately important,2,3,2,Occasionally,2 - Slightly Convenient,Discounts or rewards for digital payments,3 - Moderately important,Dissatisfied,4,3,4,2,3,2,3,4,4,Unclean equipment,Slightly too large,Rarely,I didn't like the taste,Neutral,4,4,3,3,2,3,3,4,4,Base canteen󠇯,Frequently,Occasionally,Frequently,Frequently,Frequently,Occasionally,Rarely,Frequently,Occasionally,Base Canteen,Gym Canteen,Base Canteen,Staff Canteen,Staff Canteen,Juice bar II (in Staff),5,4,3,2,2,2,3,4,3
Female,Second Year,Campus Hostels,Occasionally,Rs.4000 - Rs.5000,60 - 80,3 - Moderately important,1,2,2,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Dissatisfied,3,2,2,2,3,2,3,2,3,Lack of waste disposal bins,Just right,Never,The food was not fresh,Disagree,2,3,2,3,4,3,2,4,3,Staff canteen󠇯,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Hilton Canteen,Staff Canteen,Don & Son's shop,Staff Canteen,Staff Canteen,Hilton Canteen,3,2,3,3,2,4,3,3,3
Female,Second Year,At Home,Occasionally,Rs.4000 - Rs.5000,40 - 60,4 - Important,2,1,2,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,2 - Slightly important,Dissatisfied,2,2,4,3,3,3,4,4,3,Lack of waste disposal bins,Just right,Sometimes,The food was not fresh,Neutral,3,3,4,4,3,3,2,2,4,Staff canteen󠇯,Never,Rarely,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Staff Canteen,Gym Canteen,Staff Canteen,Staff Canteen,Hilton Canteen,Staff Canteen,3,4,4,3,4,3,3,3,4
Female,Second Year,Campus Hostels,Frequently,Above Rs.5000,60 - 80,3 - Moderately important,2,2,2,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Dissatisfied,3,2,4,3,2,3,4,3,3,Lack of waste disposal bins,Slightly too small,Sometimes,I didn't like the taste,Disagree,1,2,2,3,3,3,4,3,3,Staff canteen󠇯,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Staff Canteen,Hilton Canteen,Don & Son's shop,Hela Bojun Hala,Kiri Hala,Kiri Hala,3,3,2,4,3,3,3,2,3
Female,Second Year,Bording/Apartment,Occasionally,Rs.4000 - Rs.5000,20 - 40,3 - Moderately important,3,2,3,Occasionally,2 - Slightly Convenient,Discounts or rewards for digital payments,3 - Moderately important,Satisfied,4,2,4,2,3,2,2,4,4,Poor food handling practices,Slightly too small,Often,The food was not fresh,Agree,4,3,3,2,2,3,2,4,3,Base canteen󠇯,Daily,Occasionally,Occasionally,Rarely,Occasionally,Rarely,Rarely,Frequently,Frequently,Base Canteen,Base Canteen,Gym Canteen,Staff Canteen,Staff Canteen,Base Canteen,5,4,3,3,2,2,2,4,3
Male,First Year,Campus Hostels,Frequently,Less than Rs.2000,60 - 80,2 - Slightly important,2,2,3,Occasionally,3 - Moderately Convenient,Meal subscription plans;Discounts or rewards for digital payments,3 - Moderately important,Neutral,3,4,4,3,3,3,2,4,4,Poor food handling practices,Slightly too small,Often,The portion size is too large,Disagree,3,3,4,4,3,4,3,3,3,Staff canteen󠇯,Occasionally,Occasionally,Occasionally,Daily,Frequently,Frequently,Occasionally,Occasionally,Frequently,Staff Canteen,Hilton Canteen,Don & Son's shop,Hilton Canteen,Don & Son's shop,Don & Son's shop,3,3,4,4,5,4,3,3,3
Male,Second Year,Campus Hostels,Occasionally,Above Rs.5000,60 - 80,4 - Important,2,2,2,Occasionally,3 - Moderately Convenient,Meal subscription plans,2 - Slightly important,Neutral,2,3,3,3,4,2,3,3,3,Unclean equipment,Just right,Sometimes,I didn't like the taste,Neutral,2,3,3,2,4,3,3,4,3,Hilton canteen󠇯,Rarely,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Rarely,Occasionally,Staff Canteen,Hilton Canteen,Hilton Canteen,Don & Son's shop,Hilton Canteen,Staff Canteen,2,3,3,4,3,3,3,2,4
Female,First Year,At Home,Rarely,Rs.2000 - Rs.3000,20 - 40,5 - Very important,2,2,2,Always,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Dissatisfied,3,2,3,1,4,4,3,4,4,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Agree,3,3,3,3,3,3,3,5,5,Juice Bar I (in Gym)󠇯,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Staff Canteen,Base Canteen,Base Canteen,Base Canteen,Juice Bar I (in Gym),Gym Canteen,3,3,3,3,3,3,3,3,3
Male,First Year,Bording/Apartment,Occasionally,Rs.4000 - Rs.5000,60 - 80,3 - Moderately important,1,2,1,Occasionally,2 - Slightly Convenient,Meal subscription plans,3 - Moderately important,Dissatisfied,2,3,3,3,2,4,3,3,2,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Neutral,1,2,3,3,3,2,3,4,3,Staff canteen󠇯,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Rarely,Occasionally,Staff Canteen,Hilton Canteen,Don & Son's shop,Gym Canteen,Hilton Canteen,Hela Bojun Hala,3,2,4,3,2,3,4,3,3
Female,First Year,Bording/Apartment,Rarely,Rs.2000 - Rs.3000,40 - 60,2 - Slightly important,1,2,2,Occasionally,2 - Slightly Convenient,None,3 - Moderately important,Neutral,3,3,3,3,3,3,3,3,4,Poor food handling practices,Slightly too large,Often,I didn't like the taste,Neutral,3,3,4,4,4,3,5,5,5,Hilton canteen󠇯,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Frequently,Staff Canteen,Hilton Canteen,Don & Son's shop,Don & Son's shop,Hela Bojun Hala,Hela Bojun Hala,3,3,3,2,2,2,2,3,3
Female,Second Year,Campus Hostels,Occasionally,Rs.4000 - Rs.5000,60 - 80,3 - Moderately important,2,2,2,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,2 - Slightly important,Dissatisfied,2,3,2,4,3,3,3,2,3,Poor food handling practices,Slightly too small,Sometimes,The food was not fresh,Neutral,1,2,2,3,3,2,3,3,3,Gym canteen󠇯,Rarely,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Staff Canteen,Hilton Canteen,Staff Canteen,Hilton Canteen,Don & Son's shop,Hela Bojun Hala,2,3,3,3,4,2,3,3,4
Female,First Year,At Home,Rarely,Rs.4000 - Rs.5000,20 - 40,4 - Important,3,2,3,Frequently,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Dissatisfied,1,3,3,3,3,3,3,3,3,Unclean equipment,Just right,Often,The food was not fresh,Agree,5,4,3,2,1,2,1,4,3,Base canteen󠇯,Daily,Frequently,Occasionally,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Base Canteen,Base Canteen,Gym Canteen,Staff Canteen,Gym Canteen,Base Canteen,5,3,3,2,2,2,2,4,3
Female,Third Year,Campus Hostels,Occasionally,Rs.4000 - Rs.5000,40 - 60,3 - Moderately important,3,2,2,Rarely,3 - Moderately Convenient,Meal subscription plans,3 - Moderately important,Dissatisfied,2,3,4,3,2,3,3,3,4,Lack of waste disposal bins,Just right,Rarely,The food was not fresh,Neutral,2,3,3,3,3,2,4,4,3,Staff canteen󠇯,Occasionally,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Rarely,Frequently,Hilton Canteen,Don & Son's shop,Staff Canteen,Kiri Hala,Hela Bojun Hala,Kiri Hala,2,3,3,4,2,3,3,3,4
Male,Second Year,At Home,Rarely,Rs.4000 - Rs.5000,20 - 40,3 - Moderately important,2,2,2,Rarely,2 - Slightly Convenient,None,3 - Moderately important,Neutral,2,3,3,4,4,2,2,3,3,Unclean seating areas,Just right,Rarely,Other,Neutral,3,3,4,4,2,3,3,3,2,Base canteen󠇯,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Staff Canteen,Hilton Canteen,Don & Son's shop,Hilton Canteen,Kiri Hala,Gym Canteen,3,2,3,3,4,4,4,3,3
Male,Third Year,Bording/Apartment,Occasionally,Rs.4000 - Rs.5000,60 - 80,3 - Moderately important,2,2,3,Never,3 - Moderately Convenient,Meal subscription plans,3 - Moderately important,Dissatisfied,3,2,2,3,3,2,3,3,3,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Agree,2,3,4,3,3,2,3,3,4,Gym canteen󠇯,Rarely,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Frequently,Occasionally,Rarely,Gym Canteen,Staff Canteen,Hilton Canteen,Hilton Canteen,Don & Son's shop,Hilton Canteen,2,3,3,2,4,3,3,2,3
Female,Second Year,At Home,Never,Rs.4000 - Rs.5000,80 - 100,3 - Moderately important,3,2,3,Occasionally,3 - Moderately Convenient,Meal subscription plans,1 - Not important,Dissatisfied,3,4,3,3,3,4,3,3,3,Other,Slightly too small,Rarely,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Hilton canteen󠇯,Rarely,Occasionally,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Staff Canteen,Hilton Canteen,Don & Son's shop,Hela Bojun Hala,Hilton Canteen,Hilton Canteen,3,3,3,3,3,3,3,3,3
Male,Second Year,Campus Hostels,Frequently,Rs.4000 - Rs.5000,40 - 60,3 - Moderately important,3,2,3,Frequently,2 - Slightly Convenient,Meal subscription plans;Discounts or rewards for digital payments,3 - Moderately important,Dissatisfied,4,3,3,4,4,3,3,4,4,Unclean equipment,Just right,Often,The food was not fresh,Agree,4,3,3,3,4,3,3,4,3,Base canteen󠇯,Daily,Frequently,Occasionally,Occasionally,Occasionally,Rarely,Never,Frequently,Occasionally,Base Canteen,Base Canteen,Gym Canteen,Base Canteen,Gym Canteen,Base Canteen,5,4,4,3,2,2,2,4,4
Male,First Year,Bording/Apartment,Occasionally,Above Rs.5000,60 - 80,4 - Important,3,2,3,Frequently,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,4,3,5,3,5,5,4,5,5,Unclean seating areas,Just right,Sometimes,The food was not fresh,Neutral,3,3,3,3,3,3,3,5,5,Staff canteen󠇯,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Staff Canteen,Base Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,3,3,4,3,3,3,3,3,3
Male,Second Year,Bording/Apartment,Daily,Above Rs.5000,20 - 40,4 - Important,3,3,1,Never,3 - Moderately Convenient,None,4 - Convenient,Satisfied,5,3,5,3,4,4,4,4,4,Lack of waste disposal bins,Just right,Rarely,I didn't like the taste,Neutral,5,4,4,3,5,5,5,5,5,Base canteen󠇯,Daily,Frequently,Rarely,Rarely,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,1,4,4,3,3,3,3,1,1
Male,Second Year,Campus Hostels,Rarely,Rs.4000 - Rs.5000,40 - 60,2 - Slightly important,1,2,4,Never,1 - Not Convenient,None,3 - Moderately important,Very Dissatisfied,2,1,3,1,5,3,3,3,3,Unclean seating areas,Just right,Rarely,I didn't like the taste,Agree,2,2,2,2,2,2,2,2,2,Staff canteen󠇯,Occasionally,Never,Never,Never,Never,Never,Never,Never,Rarely,Kiri Hala,Kiri Hala,Kiri Hala,Kiri Hala,Kiri Hala,Kiri Hala,1,1,1,1,1,1,1,1,1
Female,Second Year,Campus Hostels,Occasionally,Rs.3000 - Rs.4000,40 - 60,3 - Moderately important,4,2,2,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,3,3,3,3,3,3,3,3,3,Other,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Frequently,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Base Canteen,Gym Canteen,Gym Canteen,Base Canteen,Juice bar II (in Staff),Gym Canteen,4,4,3,2,3,3,3,4,4
Female,Second Year,Bording/Apartment,Daily,Rs.3000 - Rs.4000,40 - 60,4 - Important,1,2,1,Never,5 - Very Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,4,3,4,3,4,4,4,4,4,Unclean seating areas,Just right,Sometimes,The portion size is too large,Agree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Frequently,Frequently,Rarely,Rarely,Frequently,Occasionally,Frequently,Frequently,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,3,4,3,4,4,4,4,4
Female,Second Year,Bording/Apartment,Daily,Rs.2000 - Rs.3000,60 - 80,3 - Moderately important,2,3,1,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,5 - Very important,Very Dissatisfied,3,3,4,3,4,4,3,3,3,Other,Just right,Sometimes,Other,Agree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Occasionally,Occasionally,Never,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Staff Canteen,Base Canteen,Base Canteen,Hela Bojun Hala,Hela Bojun Hala,Gym Canteen,4,4,4,4,4,4,4,4,4
Female,Second Year,At Home,Occasionally,Rs.3000 - Rs.4000,40 - 60,3 - Moderately important,2,2,2,Never,2 - Slightly Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,3,4,5,5,4,5,4,5,5,Unclean seating areas,Just right,Rarely,I didn't like the taste,Strongly Agree,4,4,4,4,4,4,4,4,4,Staff canteen󠇯,Occasionally,Rarely,Frequently,Occasionally,Rarely,Rarely,Rarely,Rarely,Frequently,Gym Canteen,Gym Canteen,Hilton Canteen,Staff Canteen,Juice Bar I (in Gym),Gym Canteen,4,5,5,5,4,5,4,4,5
Female,Third Year,At Home,Daily,Less than Rs.2000,40 - 60,4 - Important,2,2,2,Never,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Dissatisfied,4,1,2,3,4,4,4,5,3,Unclean seating areas,Slightly too small,Often,I didn't like the taste,Agree,4,4,2,3,4,4,4,4,4,Gym canteen󠇯,Occasionally,Daily,Rarely,Never,Occasionally,Rarely,Occasionally,Daily,Occasionally,Juice Bar I (in Gym),Gym Canteen,Juice Bar I (in Gym),Juice Bar I (in Gym),Juice Bar I (in Gym),Gym Canteen,3,1,3,3,4,4,3,5,5
Male,Second Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,60 - 80,5 - Very important,2,2,3,Never,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Very Dissatisfied,4,3,5,2,5,5,4,4,5,Poor food handling practices,Much too small,Rarely,The food was not fresh,Strongly Agree,1,1,1,1,1,1,1,1,1,Base canteen󠇯,Daily,Never,Frequently,Never,Occasionally,Occasionally,Occasionally,Occasionally,Daily,Staff Canteen,Gym Canteen,Hela Bojun Hala,Don & Son's shop,Staff Canteen,Base Canteen,4,1,4,1,4,4,4,4,4
Male,Third Year,Bording/Apartment,Occasionally,Above Rs.5000,60 - 80,3 - Moderately important,2,2,2,Rarely,3 - Moderately Convenient,None,4 - Convenient,Neutral,4,2,4,3,4,4,4,4,4,Poor food handling practices,Slightly too small,Rarely,I didn't like the taste,Disagree,3,3,3,3,3,3,3,3,3,Juice Bar I (in Gym)󠇯,Rarely,Rarely,Occasionally,Never,Occasionally,Occasionally,Frequently,Frequently,Rarely,Kiri Hala,Juice Bar I (in Gym),Kiri Hala,Hela Bojun Hala,Juice Bar I (in Gym),Hela Bojun Hala,3,2,4,2,4,4,4,4,4
